datetime,open,high,low,close,volume,period
10/01/19 01:30,3978.98,3990,3955,3966.48,2415.563394,107
10/01/19 03:30,3966.23,3977.67,3961.88,3966.65,1562.536936,108
10/01/19 05:30,3966.06,3993.46,3963.7,3982.44,1895.893908,109
10/01/19 07:30,3982.54,3990.49,3975.02,3978.94,2012.392057,110
10/01/19 09:30,3978.96,3996.01,3976.14,3989.79,2540.439882,111
10/01/19 11:30,3988.57,3990.47,3731.01,3777.02,15225.29598,112
10/01/19 13:30,3777.54,3783.32,3715.65,3732.79,6577.028558,113
10/01/19 15:30,3732.77,3751.12,3720,3739.99,3540.818298,114
10/01/19 17:30,3738.01,3750,3707.07,3725.62,3475.802145,115
10/01/19 19:30,3725.19,3735.65,3713.3,3726.39,3783.131545,116
10/01/19 21:30,3726.79,3726.79,3540,3574.18,10792.55412,117
10/01/19 23:30,3574.15,3606.88,3540.33,3596.12,4344.055364,118
11/01/19 01:30,3596.73,3609.21,3574.65,3586.29,2643.373445,119
11/01/19 03:30,3586.29,3597.72,3574.64,3585.88,2571.443207,120
11/01/19 05:30,3585.88,3617.04,3557.52,3592.95,3644.506877,121
11/01/19 07:30,3591.17,3596.74,3572.76,3583.09,2355.528068,122
11/01/19 09:30,3583.05,3583.12,3546.36,3573.49,3764.693049,123
11/01/19 11:30,3573.47,3597,3570.55,3595.47,1995.625783,124
11/01/19 13:30,3595.47,3635,3587.43,3591.3,3736.403591,125
11/01/19 15:30,3589.98,3597.64,3562,3594,3004.613908,126
11/01/19 17:30,3593.57,3594.18,3569.16,3569.67,2526.217026,127
11/01/19 19:30,3570.12,3616.13,3569.17,3585.51,3277.699818,128
11/01/19 21:30,3586.49,3620.24,3582.5,3608.9,2541.785849,129
11/01/19 23:30,3608.93,3613,3594,3606.15,1958.686539,130
12/01/19 01:30,3606.36,3658,3594.06,3602.52,3148.228955,131
12/01/19 03:30,3602.52,3615,3465,3601.31,6384.66527,132
12/01/19 05:30,3601.31,3618.19,3533,3590.17,3716.406601,133
12/01/19 07:30,3590.17,3603.19,3579,3601.15,1526.48949,134
12/01/19 09:30,3600.64,3601.14,3586.42,3587.72,988.640874,135
12/01/19 11:30,3588.21,3592.46,3567.31,3582.38,1619.831143,136
12/01/19 13:30,3582.09,3582.81,3559.5,3578.3,1448.28765,137
12/01/19 15:30,3578,3585.71,3569.32,3571.16,1129.447936,138
12/01/19 17:30,3571.89,3605,3530,3587.73,3408.680608,139
12/01/19 19:30,3588,3594.82,3582.61,3591.11,1570.586207,140
12/01/19 21:30,3591.11,3600,3572.19,3592,2156.160264,141
12/01/19 23:30,3592.02,3599.86,3587,3593.74,1006.209173,142
13/01/19 01:30,3592.79,3603.55,3585,3591.3,1180.370371,143
13/01/19 03:30,3590.72,3612.39,3563.01,3583.13,2248.818037,144
13/01/19 05:30,3584.1,3587.01,3564.41,3569.04,1747.657163,145
13/01/19 07:30,3568.48,3595,3568,3593.24,1064.896445,146
13/01/19 09:30,3593.27,3598.88,3581.62,3582.26,851.559456,147
13/01/19 11:30,3582.28,3592.71,3575.84,3583.68,906.52246,148
13/01/19 13:30,3583.68,3587.85,3571.7,3586,699.534005,149
13/01/19 15:30,3586,3590.02,3580.05,3589.38,1059.487569,150
13/01/19 17:30,3589.28,3611.1,3560.26,3590.48,2080.164034,151
13/01/19 19:30,3588.6,3590.47,3566.12,3575.53,1492.220194,152
13/01/19 21:30,3576.32,3576.33,3441.3,3479.01,9661.144685,153
13/01/19 23:30,3478.56,3486.13,3449.2,3465.82,3077.148172,154
14/01/19 01:30,3465.03,3497.98,3454,3479.63,2414.582975,155
14/01/19 03:30,3480.14,3482.48,3457.2,3476.81,1330.840296,156
14/01/19 05:30,3477.56,3493.78,3467.02,3487.98,1741.593331,157
14/01/19 07:30,3488.62,3499.9,3486.05,3489.45,1670.169456,158
14/01/19 09:30,3489.43,3514.8,3487.52,3504.72,1729.154182,159
14/01/19 11:30,3503.22,3527.83,3500.08,3511.83,2162.522424,160
14/01/19 13:30,3511.73,3511.89,3495.01,3505.02,1963.382546,161
14/01/19 15:30,3505.3,3540,3485.02,3488.28,2637.87779,162
14/01/19 17:30,3488.8,3514.19,3487,3496.8,2529.5207,163
14/01/19 19:30,3496.36,3647,3487,3630.98,7827.972909,164
14/01/19 21:30,3630.98,3671.87,3611,3627.71,5428.016474,165
14/01/19 23:30,3627.45,3647.97,3623.15,3638.08,2834.030658,166
15/01/19 01:30,3638.74,3665,3590,3623.7,2954.096092,167
15/01/19 03:30,3623.02,3635.99,3614.36,3626.09,1756.874653,168
15/01/19 05:30,3626.08,3648.42,3624.22,3633.44,1787.847741,169
15/01/19 07:30,3633.46,3636.97,3623,3629.38,1471.448951,170
15/01/19 09:30,3629.38,3631.86,3612.48,3619.43,1675.01695,171
15/01/19 11:30,3619.14,3629.45,3610.12,3629.09,2428.110794,172
15/01/19 13:30,3629.09,3630.43,3578.07,3604.06,3694.588301,173
15/01/19 15:30,3604.51,3618,3591.02,3611.39,2625.493407,174
15/01/19 17:30,3612.1,3634.75,3591,3624.78,2825.57378,175
15/01/19 19:30,3624.96,3640.77,3580,3596.98,4670.318695,176
15/01/19 21:30,3597.31,3610.73,3583.5,3602.37,2558.410666,177
15/01/19 23:30,3602.25,3607.62,3589.01,3604.14,1833.707828,178
16/01/19 01:30,3604.14,3605,3516.62,3539.33,6392.84877,179
16/01/19 03:30,3539.57,3565.1,3536.05,3553.06,2174.631576,180
16/01/19 05:30,3553.06,3569.89,3543.51,3568.74,1744.954967,181
16/01/19 07:30,3567.83,3575.37,3555.38,3572.5,1466.010465,182
16/01/19 09:30,3572.55,3583.71,3570,3578.81,2348.24916,183
16/01/19 11:30,3578.97,3580.89,3552.25,3555.07,1722.324845,184
16/01/19 13:30,3556.04,3603.96,3553.96,3580.63,3094.975858,185
16/01/19 15:30,3580.64,3597.62,3580.55,3589.02,1223.084335,186
16/01/19 17:30,3589.08,3645,3574.93,3592.1,4188.375455,187
16/01/19 19:30,3592.11,3612.24,3579,3590.22,2839.601414,188
16/01/19 21:30,3591.16,3594.51,3560.2,3590.5,2732.195076,189
16/01/19 23:30,3590.51,3610,3561.53,3576.4,2743.927191,190
17/01/19 01:30,3576.6,3609,3561.81,3584.29,2156.725686,191
17/01/19 03:30,3584.29,3598.98,3576.05,3591.84,1219.755525,192
17/01/19 05:30,3591.84,3600.51,3582.08,3593.46,1746.683433,193
17/01/19 07:30,3593.46,3600,3551.16,3574.59,2558.49931,194
17/01/19 09:30,3574.57,3584.7,3568.16,3571.56,1363.119021,195
17/01/19 11:30,3571.58,3587.95,3568.19,3584,1487.158188,196
17/01/19 13:30,3583.73,3585,3567,3570.18,1708.402451,197
17/01/19 15:30,3570.56,3588.9,3530.39,3579.56,4409.217008,198
17/01/19 17:30,3580.3,3581.51,3560.84,3568.2,1821.148994,199
17/01/19 19:30,3568.2,3605,3558.87,3597.62,3142.877101,200
17/01/19 21:30,3597.17,3633,3573,3594.27,4388.659128,201
17/01/19 23:30,3594.02,3618.78,3593.75,3604.95,2880.152574,202
18/01/19 01:30,3604.15,3634.7,3597.5,3603.02,2121.326492,203
18/01/19 03:30,3603.02,3626.79,3590,3616.21,2128.197138,204
18/01/19 05:30,3613.32,3620,3594.35,3598.52,1422.768531,205
18/01/19 07:30,3598.52,3610,3597.78,3600.87,1060.165843,206
18/01/19 09:30,3600.87,3604.8,3585.7,3598.43,1418.969956,207
18/01/19 11:30,3598.34,3611.99,3596.3,3604.01,1428.056297,208
18/01/19 13:30,3604.01,3619.8,3600,3611.15,2201.828411,209
18/01/19 15:30,3611.15,3616.12,3590,3599.01,3410.316127,210
18/01/19 17:30,3599.08,3599.83,3576.68,3587.05,2076.982402,211
18/01/19 19:30,3587.51,3611.95,3577.41,3610.68,2693.198618,212
18/01/19 21:30,3611.09,3612.07,3565.75,3577.44,3021.007228,213
18/01/19 23:30,3577.44,3589,3566.1,3587.91,1473.27727,214
19/01/19 01:30,3588,3605,3585.98,3600.5,1292.191678,215
19/01/19 03:30,3600.65,3609.19,3588.5,3594.87,1214.684394,216
19/01/19 05:30,3594.87,3610,3594.23,3602.5,1244.698016,217
19/01/19 07:30,3602.52,3614.79,3600.72,3606.13,1284.725404,218
19/01/19 09:30,3605.04,3615,3602,3608,802.159969,219
19/01/19 11:30,3608,3610.89,3600.72,3604.4,861.449654,220
19/01/19 13:30,3604.42,3616.4,3604.01,3614.53,1139.990131,221
19/01/19 15:30,3614.48,3720,3613.4,3695.38,7921.359715,222
19/01/19 17:30,3695.78,3697.6,3681.84,3686.36,1868.443967,223
19/01/19 19:30,3686.34,3692.8,3681.94,3685.74,1431.999635,224
19/01/19 21:30,3685.64,3694.47,3684.5,3691.57,1160.205864,225
19/01/19 23:30,3691.6,3695.98,3662.2,3686.53,2562.472276,226
20/01/19 01:30,3686.56,3689.23,3670.64,3681.71,1082.300765,227
20/01/19 03:30,3682.47,3687,3665.3,3665.3,811.772727,228
20/01/19 05:30,3665.75,3686,3655,3680.01,1505.066549,229
20/01/19 07:30,3680,3686,3676.39,3680.72,878.641086,230
20/01/19 09:30,3681.31,3686,3673.42,3673.87,811.299822,231
20/01/19 11:30,3673.87,3682.73,3668.3,3678.87,1278.759299,232
20/01/19 13:30,3678.2,3693.73,3672.8,3682.07,1295.096271,233
20/01/19 15:30,3681.24,3683.03,3572,3580,5971.700662,234
20/01/19 17:30,3580,3589.66,3475,3526.38,8337.2861,235
20/01/19 19:30,3526.31,3539,3508,3524.63,2137.208668,236
20/01/19 21:30,3524.57,3537.6,3511.2,3524.11,1794.443944,237
20/01/19 23:30,3523.96,3529.68,3513.44,3518,1056.102388,238
21/01/19 01:30,3517.99,3547.09,3510.28,3541.05,1747.23961,239
21/01/19 03:30,3541.39,3554.29,3524,3539.28,1089.094199,240
21/01/19 05:30,3539.26,3549.07,3531.9,3539.61,1199.357051,241
21/01/19 07:30,3537.19,3547,3520,3530.95,1462.914753,242
21/01/19 09:30,3530.85,3534.94,3501,3525.88,1691.047778,243
21/01/19 11:30,3525.65,3537,3511.47,3526.83,1442.401012,244
21/01/19 13:30,3526.82,3539.04,3516.35,3525.29,1336.541684,245
21/01/19 15:30,3524.61,3550,3522.9,3545.05,2211.391334,246
21/01/19 17:30,3545.07,3559.51,3530,3536.41,1878.371241,247
21/01/19 19:30,3536.29,3539.95,3518.32,3528.17,1878.146003,248
21/01/19 21:30,3528.16,3540.81,3527.31,3533.76,1415.662907,249
21/01/19 23:30,3533.71,3540.22,3520.9,3528.82,1255.705071,250
22/01/19 01:30,3528.78,3533.07,3501,3513,1399.495127,251
22/01/19 03:30,3512.48,3534.34,3475.5,3526.9,2473.402878,252
22/01/19 05:30,3526.88,3540,3523,3535.52,1430.291861,253
22/01/19 07:30,3535.44,3550,3514.43,3523,1630.928057,254
22/01/19 09:30,3523.66,3590.51,3500.04,3520.62,3006.016614,255
22/01/19 11:30,3520.64,3521.9,3510,3515.7,1158.762312,256
22/01/19 13:30,3516.58,3532,3510,3511.29,1392.065868,257
22/01/19 15:30,3510.13,3540,3434.85,3535.15,6150.010298,258
22/01/19 17:30,3535.15,3570.32,3520,3550.51,4474.729741,259
22/01/19 19:30,3550.51,3585,3543.47,3577.32,2661.578838,260
22/01/19 21:30,3577.33,3590.36,3560,3580.08,2172.946582,261
22/01/19 23:30,3580.08,3608.5,3567.01,3578.46,2685.655707,262
23/01/19 01:30,3578.89,3596.01,3564.51,3565.26,1452.925568,263
23/01/19 03:30,3565.31,3582.01,3561.94,3570.93,1120.531521,264
23/01/19 05:30,3570.41,3580.86,3566.24,3577.65,927.565278,265
23/01/19 07:30,3576.84,3599.76,3575.37,3581.31,1340.86993,266
23/01/19 09:30,3582.07,3583.01,3563,3574,1654.995793,267
23/01/19 11:30,3573.15,3580.32,3556.62,3561.73,1368.786982,268
23/01/19 13:30,3561.75,3573.63,3551.92,3561.68,1900.016586,269
23/01/19 15:30,3561.51,3582.96,3559.46,3577.8,1814.134702,270
23/01/19 17:30,3577.8,3589,3568,3586.75,2025.270758,271
23/01/19 19:30,3586.71,3607.98,3543.99,3549.07,4038.132239,272
23/01/19 21:30,3549.09,3574.21,3547.49,3569.01,1559.854029,273
23/01/19 23:30,3568.9,3573,3533.39,3533.4,2352.529516,274
24/01/19 01:30,3533.4,3548.4,3514.5,3544.5,4603.584931,275
24/01/19 03:30,3544.07,3555,3541.13,3552.82,1353.101954,276
24/01/19 05:30,3552.97,3555,3529.22,3536,1476.531213,277
24/01/19 07:30,3536,3550.91,3530.04,3532.57,1554.869468,278
24/01/19 09:30,3532.57,3544.28,3531.76,3533.59,1194.696431,279
24/01/19 11:30,3534.19,3550.61,3532.88,3546.33,1534.610192,280
24/01/19 13:30,3546.47,3552.12,3540.4,3547.88,1532.834821,281
24/01/19 15:30,3547.99,3572.59,3532.6,3563.23,2299.95166,282
24/01/19 17:30,3562.15,3576.97,3551.56,3560.15,2162.018355,283
24/01/19 19:30,3560.15,3573.99,3547.09,3553.41,2036.4469,284
24/01/19 21:30,3553.44,3557.5,3543.26,3549.22,1639.631983,285
24/01/19 23:30,3549.15,3589,3549.04,3574.93,2447.651174,286
25/01/19 01:30,3574.78,3587.27,3562.01,3569.56,1563.689415,287
25/01/19 03:30,3569.56,3577.27,3553.88,3569.62,1383.319568,288
25/01/19 05:30,3569.07,3587.15,3565.03,3578.39,1028.156703,289
25/01/19 07:30,3578.39,3579.68,3565,3568.06,821.372096,290
25/01/19 09:30,3568.06,3571,3551,3565.52,1241.45844,291
25/01/19 11:30,3564.8,3571.99,3555,3568.48,1040.4499,292
25/01/19 13:30,3568.48,3568.56,3522.51,3557.28,2969.827539,293
25/01/19 15:30,3557.51,3562.58,3532.3,3541.97,2347.810298,294
25/01/19 17:30,3541.97,3558,3536.95,3553.14,1528.344895,295
25/01/19 19:30,3553.14,3568.79,3547.01,3566.92,1755.213097,296
25/01/19 21:30,3566.44,3571,3553.54,3561.53,1322.777399,297
25/01/19 23:30,3561.42,3562.54,3540.35,3553.21,1562.517062,298
26/01/19 01:30,3553.21,3570,3546.89,3562.77,1132.539631,299
26/01/19 03:30,3563.23,3574,3559.43,3565.29,857.879611,300
26/01/19 05:30,3566.69,3571.64,3561.17,3566.9,776.882651,301
26/01/19 07:30,3567.3,3583,3561.18,3577,1588.462834,302
26/01/19 09:30,3578.07,3581.95,3567.6,3574.84,1130.275567,303
26/01/19 11:30,3574.07,3662.94,3572.02,3620.58,3909.810537,304
26/01/19 13:30,3620.37,3624.06,3594.14,3597.27,2342.480365,305
26/01/19 15:30,3597.05,3604.39,3587,3589.93,1402.741392,306
26/01/19 17:30,3589.93,3595.2,3573.7,3586.76,1729.889822,307
26/01/19 19:30,3586.42,3590.27,3545,3557.72,2505.339292,308
26/01/19 21:30,3558.01,3570.69,3553.79,3568.63,1619.193102,309
26/01/19 23:30,3568.97,3572.74,3565.15,3567.55,1019.558145,310
27/01/19 01:30,3567.55,3572,3562.01,3565.59,714.43995,311
27/01/19 03:30,3565.59,3576.76,3562.11,3565.25,737.458687,312
27/01/19 05:30,3565.62,3574.51,3539.16,3568.84,1777.347238,313
27/01/19 07:30,3569.18,3579,3568.79,3578.46,879.608921,314
27/01/19 09:30,3578.46,3578.92,3557.65,3561.25,1168.715514,315
27/01/19 11:30,3561.13,3567.17,3554.18,3562.01,985.874381,316
27/01/19 13:30,3562.77,3570.86,3544.3,3552.34,1753.425686,317
27/01/19 15:30,3552.34,3556.46,3526.41,3546.73,2999.577771,318
27/01/19 17:30,3546.17,3551.76,3532,3543.56,2128.52781,319
27/01/19 19:30,3543.52,3568,3486,3556.53,5817.015465,320
27/01/19 21:30,3557.31,3574.57,3543.07,3563.49,1954.861695,321
27/01/19 23:30,3564.28,3564.9,3555.8,3564.29,1184.453228,322
28/01/19 01:30,3563.69,3571.09,3556,3558.71,1080.003529,323
28/01/19 03:30,3559.44,3562.91,3546.03,3550.84,1006.186924,324
28/01/19 05:30,3550.05,3557.75,3521.08,3523.78,1810.1209,325
28/01/19 07:30,3524.74,3536.42,3477.47,3481.64,4678.225121,326
28/01/19 09:30,3481.65,3499.51,3435,3438.22,5149.387043,327
28/01/19 11:30,3438.86,3471.58,3405,3454.4,5265.407067,328
28/01/19 13:30,3453.72,3454.34,3426,3452.5,2552.732368,329
28/01/19 15:30,3452.1,3452.88,3410.02,3427.57,2311.698148,330
28/01/19 17:30,3427.59,3434.82,3416.28,3427.92,2990.466353,331
28/01/19 19:30,3427.67,3435.7,3380.27,3420.06,7180.67165,332
28/01/19 21:30,3420.5,3435.7,3408.82,3418.64,3512.746239,333
28/01/19 23:30,3419.75,3430,3414.28,3424.39,1742.393306,334
29/01/19 01:30,3424.41,3434,3420.07,3423.01,1536.866522,335
29/01/19 03:30,3423.03,3445.99,3422.87,3434.15,1674.396684,336
29/01/19 05:30,3434,3443.45,3416.04,3420.37,1839.752089,337
29/01/19 07:30,3419.68,3425.86,3402.83,3406.18,1793.855215,338
29/01/19 09:30,3406.27,3414.68,3371,3385.42,3265.748018,339
29/01/19 11:30,3385.12,3400,3349.92,3366.41,4284.557616,340
29/01/19 13:30,3366.63,3403.23,3364.5,3394.97,3402.576394,341
29/01/19 15:30,3394.95,3398.13,3381,3385.32,1843.546081,342
29/01/19 17:30,3385.34,3420,3381,3409.4,3150.990104,343
29/01/19 19:30,3409.42,3428.27,3401.12,3426.62,2647.735387,344
29/01/19 21:30,3426.15,3442,3409.94,3413.97,3027.170871,345
29/01/19 23:30,3413.99,3424.68,3405.61,3419.44,1337.122851,346
30/01/19 01:30,3419.69,3434.94,3409.33,3418.25,1366.331529,347
30/01/19 03:30,3417.88,3419.5,3400,3411.04,1585.542822,348
30/01/19 05:30,3410.04,3411.85,3387.1,3403.83,1702.963356,349
30/01/19 07:30,3403.83,3427.67,3398.47,3420.34,1518.618839,350
30/01/19 09:30,3419.89,3447,3419.67,3433.49,2120.900355,351
30/01/19 11:30,3434.13,3436.94,3417.44,3428.83,1861.819756,352
30/01/19 13:30,3429.24,3436.27,3422.5,3428.28,1721.622917,353
30/01/19 15:30,3427.98,3447.9,3422.54,3429.25,1771.823298,354
30/01/19 17:30,3429.62,3476.36,3428.72,3458.82,5166.85214,355
30/01/19 19:30,3458.9,3468,3450,3464.01,2254.861894,356
30/01/19 21:30,3464.03,3470,3454.97,3465.6,1869.315289,357
30/01/19 23:30,3465.74,3478,3456.74,3458.77,1595.957584,358
31/01/19 01:30,3458.65,3460.77,3446.82,3456.27,1440.908653,359
31/01/19 03:30,3456.25,3469,3452,3458.18,942.616162,360
31/01/19 05:30,3457.5,3489.2,3456.75,3472.65,1911.95979,361
31/01/19 07:30,3471.36,3476.98,3462.97,3465.32,1254.368137,362
31/01/19 09:30,3465.32,3470.81,3455.3,3466.94,1597.428941,363
31/01/19 11:30,3465.77,3480,3464.07,3476.57,1277.125453,364
31/01/19 13:30,3477.08,3477.08,3426.7,3444.56,4278.368747,365
31/01/19 15:30,3444.56,3454.23,3418.8,3427.81,7751.649587,366
31/01/19 17:30,3427.79,3444.88,3420.3,3441.62,2904.554378,367
31/01/19 19:30,3441.62,3441.62,3423.06,3436.56,1968.477013,368
31/01/19 21:30,3435.82,3440.81,3425,3428.3,1754.042617,369
31/01/19 23:30,3429.02,3443,3419.33,3434.28,1805.947314,370
01/02/19 01:30,3433.58,3448,3427.19,3441.94,1360.807738,371
01/02/19 03:30,3441.15,3449.58,3425.36,3434.1,1742.460538,372
01/02/19 05:30,3434.1,3440.15,3401.2,3412.75,3122.230479,373
01/02/19 07:30,3412.79,3423.24,3403.02,3418.5,1815.266887,374
01/02/19 09:30,3418.84,3422,3411,3419.81,1457.815358,375
01/02/19 11:30,3419.03,3428.51,3412.41,3420.03,2073.429147,376
01/02/19 13:30,3419.44,3452.74,3417.81,3434.64,2420.371623,377
01/02/19 15:30,3433.87,3477,3429.83,3459.18,3348.205634,378
01/02/19 17:30,3460.56,3479.99,3458.59,3469.83,2669.550446,379
01/02/19 19:30,3469.83,3475,3452.2,3463.02,1750.335041,380
